scenario      Ne              t             Na           µmic_1        pmic_1        snimic_1    
   1           3273          10707          15037       6.403e-4       2.591e-1       2.528e-6
   1           3710          12935           2205       4.619e-4       2.544e-1       1.314e-7
   1           5728          10234           3895       4.795e-4       2.230e-1       1.087e-7
   1           4270          13309           4619       2.733e-4       3.000e-1       3.229e-6
   1           4185          16677          11156       5.344e-4       1.486e-1       8.387e-7
   1           4685          10324           7622       3.979e-4       2.328e-1       4.167e-6
   1           2251          15137            960       7.719e-4       2.779e-1       3.730e-6
   1           5545          14532           1096       3.350e-4       2.907e-1       6.233e-8
   1           2705          13470          10830       6.926e-4       2.631e-1       4.992e-7
   1           1741           9677          10223       7.631e-4       2.284e-1       8.877e-6
   1           5815          17695            291       2.084e-4       2.912e-1       3.964e-6
   1           3444          11557           5883       3.734e-4       3.000e-1       5.025e-8
   1           4189          11943           4336       5.422e-4       3.000e-1       4.625e-6
   1           5352          12819          14078       4.772e-4       2.401e-1       1.614e-7
   1           3922          16610            579       7.674e-4       2.796e-1       2.132e-6
   1           4941          12159           9752       3.061e-4       2.196e-1       6.980e-7
   1           3869          12666          11005       4.389e-4       2.993e-1       3.349e-7
