State	Muts	LogL	Ne_Mean	Ne_SD	Na_Mean	Na_SD	Mu_Mean	Mu_SD	t_Mean	t_SD
2421	0.452632	-4001.509707	2.786882	0.471052	3.955931	0.007149	-2.763416	0.071795	4.028186	0.106375
2422	0.348315	-3844.154327	2.459828	0.414483	3.628877	0.036861	-2.440989	0.069512	3.705759	0.511204
2423	0.34375	-3763.80543	4.261631	0.408573	5.441244	0.199302	-4.242792	0.029154	5.507562	0.437505
2424	0.387097	-3840.591539	4.132913	0.408805	5.312526	0.110958	-4.114074	0.053282	5.378844	0.45124
2425	0.337349	-4128.667415	3.345945	0.375041	4.575039	0.041102	-3.337285	0.014491	4.602055	0.559189
2426	0.411215	-4151.565374	2.913173	0.375041	4.142266	0.105097	-2.904513	0.018097	4.169283	0.459987
2427	0.442105	-4188.182936	2.910644	0.375472	4.072363	0.02354	-2.901984	0.012823	4.166754	0.471865
2428	0.414894	-3719.072879	2.902857	0.456361	4.168177	0.024593	-2.890097	0.104613	4.154867	0.376085
2429	0.216981	-3720.110292	3.997351	0.393248	5.262671	0.090303	-3.984591	0.019477	5.249361	0.335436
2430	0.375	-3694.073622	1.468151	0.483956	2.735681	0.078569	-1.510981	0.075758	2.791616	0.239751
2431	0.298851	-3415.328776	1.783521	0.469221	3.054577	0.128386	-1.773644	0.108486	3.106986	0.384639
2432	0.305556	-3543.495673	2.812328	0.377302	4.083383	0.542872	-2.783324	0.185206	4.176853	0.389729
2433	0.319588	-3318.719224	2.790172	0.43745	4.061228	0.443721	-2.761169	0.100706	4.154698	0.142312
2434	0.283784	-3598.436223	2.750624	0.49157	4.071169	0.661437	-2.833784	0.113979	4.11515	0.288648
2435	0.265957	-3559.908409	3.691724	0.498364	5.09657	0.437382	-3.774885	0.181386	5.05625	0.166792
2436	0.261682	-3484.337742	4.353422	0.524021	5.758268	0.280296	-4.436582	0.09512	5.717947	0.328656
2437	0.209877	-3470.932711	3.227306	0.524021	4.632151	0.361195	-3.310466	0.093703	4.591831	0.310588
2438	0.210526	-3594.753263	2.924187	0.51943	4.283774	0.332683	-3.007347	0.131636	4.034265	0.381956
2439	0.284404	-3895.62286	3.782153	0.530768	5.259236	0.148582	-3.914962	0.162376	4.94188	0.104406
2440	0.266055	-3742.357122	1.890181	0.54645	3.315418	0.415029	-2.018926	0.164794	2.998063	0.220978
2441	0.236559	-3788.667103	4.008706	0.54645	5.433943	0.245405	-4.137451	0.174913	5.116587	0.051796
2442	0.305263	-3680.256033	2.826643	0.54645	4.251881	0.178027	-2.915976	0.139719	3.895113	0.202629
2443	0.245283	-3397.14746	3.274127	0.610717	4.574006	0.180592	-3.353328	0.055986	4.332465	0.18148
2444	0.376238	-3679.913753	2.374841	0.583943	3.659895	0.142816	-2.473345	0.023008	3.452482	0.138511
2445	0.344086	-3578.253501	2.311405	0.582939	3.734587	0.183136	-2.40991	0.025992	3.389047	0.280701
2446	0.3375	-3557.989539	2.705981	0.598426	4.197528	0.267483	-2.804486	0.037396	3.783622	0.221035
2447	0.341176	-3614.713009	2.977769	0.598426	4.514385	0.195795	-3.076274	0.113355	4.055411	0.061584
2448	0.271739	-3461.595229	3.859994	0.598426	5.39661	0.211006	-3.958499	0.034513	4.937636	0.177653
2449	0.39	-3571.458322	3.787794	0.575836	5.324409	0.147617	-3.886298	0.013661	4.865435	0.068206
2450	0.376344	-3754.537892	0.536796	0.579617	1.949384	0.097661	-0.635301	0.002872	1.614437	0.017158
2451	0.47	-3652.933659	1.31721	0.579617	2.716558	0.092175	-1.415715	0.040832	2.394852	0.007171
2452	0.432692	-3590.407017	2.118338	0.518527	3.326627	0.033331	-2.216843	0.081734	3.19598	0.00248
